,name,Air,Energi,Protein,Lemak,Abu,Karbohidrat,Serat Total,Gula Total,Kalsium (Ca),Besi (Fe),Magnesium (Mg),Fosfor (P),Kalium (K),Natrium (Na),Seng (Zn),Tembaga (Cu),Mangan (Mn),Selenium (Se),Vitamin C,Tiamina (B1),Riboflavin (B2),Niasin,Pantotenat (B5),Vitamin B6,Folat Total (B9),Kolina,Vitamin B12,Vitamin A IU,Vitamin A RAE,Retinol,a-karoten,b-karoten,b-kriptosantin,Likopen,Zeaksantin + Lutein,Vitamin E,Vitamin D,Vitamin D IU,Vitamin K,Lemak Jenuh,Lemak Tunggal,Lemak Ganda,Kolesterol
415,Bakso Ikan,36861,86451,4979,328,10466,16905,2597,10003,30772,1543,14521,52351,77223,27375,201,32,478,13244,2014,-36,-16,2143,-47,198,1568,7907,184,6429,2224,2129,-1,-21,-57,66,-25,35,184,8221,23,122,106,175,4767
416,Bakso Ikan,36768,86543,5083,338,10383,16977,2686,10067,30735,1521,14633,52443,77291,27356,133,81,46,13292,2083,-5,108,2322,47,18,1645,7975,235,6575,2266,2249,99,-32,-26,18,-16,105,179,8208,-35,85,89,77,471
417,Bakso Ikan,3687,86469,4956,23,10407,16919,270,10064,3061,1564,14573,52314,7720,27204,269,14,477,13185,2065,5,0,2147,11,117,1558,7998,317,6416,2266,2104,75,-27,23,-41,2,-63,195,8215,87,45,96,102,4731
418,Bakso Ikan,36897,86508,5117,198,1034,17006,270,10071,30785,165,14644,52305,77255,27332,148,61,451,13269,2003,107,-19,2153,56,185,156,7958,186,6467,2154,2261,-42,-61,-81,15,-1,-11,166,8297,-6,122,81,58,4658
419,Bakso Ikan,36795,86547,4948,211,10401,16974,2717,10113,30729,1631,14585,52311,77366,27356,104,197,491,13151,2073,39,4,2296,12,125,1616,7831,30,6552,2225,2126,-84,12,51,-9,-95,-8,278,8222,97,161,113,22,463
420,Salmon Teriyaki,23402,1490,2685,10449,1227,12396,5,11559,47,222,96,429,710,81833,58,197,33,332,30,135,209,9407,1353,749,22,1202,415,167,37,35,0,30,0,0,0,443,109,435,257,82318,12756,2434,46
421,Salmon Teriyaki,23326,149089,2665,10399,1164,1240,95,11477,4654,318,9641,4289,71069,825,-11,-27,-94,3417,2916,79,75,1026,196,2,2141,12015,501,16656,3628,3583,-8,3035,-72,-89,-52,43,991,43571,2486,8166,1189,255,4597
422,Salmon Teriyaki,2350,149022,2758,1050,1311,12305,6,11498,4649,249,9569,42974,71097,816,141,-7,-76,3302,3049,-66,28,1021,87,-16,224,11922,432,16624,3659,3515,-27,2942,24,89,3,361,1157,43498,2554,8295,1282,331,4615
423,Salmon Teriyaki,23432,148977,259,10365,118,12445,-17,11526,4629,311,9621,42974,71013,8153,59,5,-55,3361,2948,-9,105,972,89,32,2298,11954,478,16745,3644,3475,84,3003,-9,72,23,538,996,43548,2569,8322,1372,316,4613
424,Salmon Teriyaki,23501,148992,2755,10535,1262,12446,-1,11468,4693,317,9687,42929,7101,8139,149,26,22,3226,3059,108,108,100,168,109,2197,11988,514,16659,3767,3461,52,3037,-13,81,-36,417,1053,4353,2591,8158,1355,174,4609
425,Salmon Teriyaki,23378,148994,2782,10422,1182,12342,5,11608,4695,196,9527,42921,71058,8144,4,-7,51,3248,3053,-7,4,858,139,174,2222,12075,478,16662,3705,3532,-94,2954,-2,93,11,525,1073,43552,2593,819,1343,298,4638
426,Salmon Teriyaki,23339,149024,2595,10488,1235,12314,-5,11583,4795,146,9654,4281,70979,8086,65,62,94,3402,3046,-54,-71,1031,84,-21,2204,12024,43,16761,3662,3422,-6,2962,38,3,95,436,1151,43519,2641,8261,1257,337,4514
427,Salmon Teriyaki,23349,14897,2683,10467,1211,12386,-27,11641,4684,27,9505,42908,71073,8112,135,-8,2,3346,3071,-76,17,937,124,6,2233,12089,393,16775,3641,3558,-36,2971,34,83,-6,45,1104,43428,2527,8195,137,228,4633
428,Salmon Teriyaki,23358,149001,2624,10415,119,12418,143,11479,4771,288,9674,42947,71066,8252,18,41,33,3236,2996,-83,92,1021,119,-7,2184,12061,383,16647,371,3465,-6,3032,-83,56,75,53,1068,43489,2485,8194,1214,287,4672
429,Salmon Teriyaki,2335,148902,2724,10363,1245,12352,33,11501,4771,192,9588,42884,70908,8149,103,-79,-1,3222,2999,-76,-55,915,47,117,2182,11959,464,16733,3619,3484,99,2919,69,8,2,416,1135,43456,264,8314,1261,313,4665
430,Ikan Kerapu Asam Manis,75502,2167,3924,10639,11686,2833,148,13254,391,876,222,742,2199,1096491,426,1076,3103,739,1008,714,61,7072,2639,253,183,833,101,948163,240,43,63,450,0,12062,184255,1906,0,0,61,50337,38372,12018,37
431,Ikan Kerapu Asam Manis,75477,216705,3846,10553,11768,28386,1521,13233,39167,863,22162,74281,219933,109612,397,75,225,7318,10135,152,15,671,35,162,18227,8253,44,94905,24061,4271,6203,44953,34,1198,1836,1946,-63,-44,6034,5008,3796,1124,3748
432,Ikan Kerapu Asam Manis,75499,216729,3988,10603,11784,28303,1399,13194,39048,80,22127,74183,219811,109634,418,207,28,7442,10168,-23,28,786,24,229,18392,8277,12,9481,24025,4361,6399,45064,23,1267,18475,1945,-61,1,6167,5029,3753,1288,3731
433,Ikan Kerapu Asam Manis,75457,216614,392,10621,11618,28408,1467,13169,39169,893,22171,74291,219897,109747,444,207,326,731,10177,116,133,764,25,26,18377,8378,159,94809,24067,4257,6288,45051,-61,1198,18375,1931,33,77,6035,4973,3754,1114,373
434,Ikan Kerapu Asam Manis,75597,216634,3861,10687,1177,28402,1564,13294,39197,792,22164,74252,219816,109627,506,207,367,7375,9991,155,-36,771,201,191,18243,8269,33,94722,24081,439,6202,44946,18,1146,18441,190,71,-94,6137,502,3891,1102,3739
435,Ikan Kerapu Asam Manis,75587,216606,3839,10678,11627,28394,1381,1333,3900,898,22222,74249,219877,109729,486,188,279,7321,10075,81,11,763,269,191,18315,8416,51,94899,2402,4245,6232,4505,79,1116,18471,1951,86,35,6031,5126,3863,1135,3617
436,Ikan Kerapu Asam Manis,75462,216756,3907,1054,11656,28429,1532,13282,39143,878,22208,74213,219884,109608,353,4,366,747,1015,53,62,623,257,231,18347,8382,171,94898,23931,4332,6308,45084,-68,1117,18472,193,17,-7,6105,4963,3814,1268,3689
437,Ikan Kerapu Asam Manis,75562,216742,3979,10702,11676,28237,1509,13283,39183,795,22247,74273,21998,109681,442,141,252,7447,10047,136,139,704,31,246,18254,8339,57,94828,23969,4298,6313,44982,69,1211,18451,1816,-2,31,6004,5089,3932,1196,3633
438,Ikan Kerapu Asam Manis,75422,216724,4023,10712,11724,28287,1547,13238,39199,946,22232,74125,219815,109615,418,208,23,7469,10151,145,134,794,247,298,18384,8293,18,9475,23908,4372,6337,45036,51,1272,18381,1987,76,-8,6005,5106,3755,1195,3603
439,Ikan Kerapu Asam Manis,75473,216713,3985,10566,11736,28394,1387,13163,39059,891,22151,74151,219869,109741,328,158,309,7359,10081,31,134,797,235,184,18311,8357,165,94913,24086,4345,6337,4499,15,122,18335,1946,6,-62,608,4972,3906,1162,373
440,Cumi Goreng Mentega,5139,3456,5301,19373,12418,40934,524,13209,732,401,493,1105,166832,1696491,99,4145,40155,1407,992,631,1283,17815,265,2722,112,198,188,867499,735,681,63,625,0,12062,182355,572,83,332,138,85582,57375,39134,1158
441,Cumi Goreng Mentega,51377,345545,5202,19369,12327,40934,5317,13117,73247,4036,49268,110548,166785,169647,895,361,3944,14006,9883,1,119,1811,364,317,1113,19814,186,8679,73579,68114,6336,62508,-75,1192,18194,67,903,33237,1351,8542,5702,3824,115858
442,Cumi Goreng Mentega,51471,345607,5392,19335,12392,40976,5174,13278,73202,4046,49276,110532,166807,169662,1069,346,404,13986,984,74,162,1843,274,219,11189,19853,169,86677,73513,68041,6244,62443,9,1108,18166,621,754,33115,1438,8574,5669,3949,11586
443,Cumi Goreng Mentega,51404,345526,5316,19434,1245,41024,5226,13152,73191,3963,4939,110556,16679,169585,1044,371,4019,14056,9917,-2,41,1854,31,313,11105,19767,27,86803,7352,68161,6386,62467,15,1244,18187,625,906,33197,1387,8488,5642,3914,115735
444,Cumi Goreng Mentega,5140,345559,5395,19452,12445,40885,5205,13236,73225,4045,49252,11043,166891,169645,1012,446,3968,14024,9956,136,177,1857,186,254,11182,19818,121,86832,73409,68176,6354,62452,-3,119,18154,647,846,3324,1386,8596,580,3935,115824
445,Cumi Goreng Mentega,51409,345666,521,19452,12392,40895,516,13218,73269,4095,49286,110484,166915,169714,978,436,398,13985,995,-15,169,1869,253,352,11209,1970,155,86765,73458,6803,6218,62546,73,1115,18279,53,799,33103,141,8469,5778,3992,115784
446,Cumi Goreng Mentega,51347,345595,5385,19341,12394,4086,5297,1330,73287,3913,49358,110556,166794,169727,914,47,4044,1402,9921,6,131,1859,27,241,11177,19703,26,86754,73593,68092,6263,62467,-66,1279,18235,52,791,33191,1431,8571,5789,3903,115889
447,Cumi Goreng Mentega,5144,345558,5262,19405,12507,4086,5273,1325,73286,3939,49322,110534,166771,169641,987,366,4007,14151,9956,149,84,1812,244,20,11163,19898,97,86702,73523,68007,6269,62441,41,1184,18188,588,856,33265,1391,8513,5784,3942,115723
448,Cumi Goreng Mentega,51445,34565,5386,19303,12334,4088,532,13294,73252,4099,49246,110524,166909,169642,1072,335,4102,14035,9875,19,68,1765,309,214,11236,19789,212,86755,73415,68168,631,62427,-83,111,18243,669,746,3324,1458,8614,5826,3878,115834
449,Cumi Goreng Mentega,51411,345639,5266,19285,12364,41016,5156,13191,73156,3974,49331,110494,166873,169554,1023,454,3951,14138,9972,141,104,1778,235,298,11208,19777,133,86796,73524,68196,6378,62499,-3,1305,18302,472,921,33172,1309,8651,5809,3866,115874
450,Es Kelapa Muda,23433,394,39,3373,17,2637,93,1267,27,254,44,126,624,47,117,459,1733,102,519,12,35,631,431,1,46,17,0,6,0,0,0,1,4,0,15,39,0,0,2,29738,1431,387,0
451,Es Kelapa Muda,23453,39364,314,3445,269,2666,84,1317,2669,259,4317,12674,62361,4736,159,64,226,1052,5265,51,93,2,65,-74,4669,1608,-82,694,-77,-9,13,167,452,-44,1564,93,-1,98,23,3052,7,6,84
452,Es Kelapa Muda,23384,39373,367,3342,79,261,923,1295,270,17,438,12673,6242,471,142,145,98,964,5264,-27,-69,147,123,19,4601,1733,5,524,93,57,-99,94,477,-67,1424,42,-86,-79,8,301,173,122,59
453,Es Kelapa Muda,23413,39372,475,3375,198,2561,844,135,2636,175,4364,12534,6243,4603,211,8,272,947,5129,69,55,117,-56,-3,4617,1679,-77,61,15,-23,87,88,491,27,1475,-35,22,23,-52,3054,183,114,76
454,Es Kelapa Muda,23446,39411,465,3278,267,2667,904,1245,2637,299,4375,1261,6239,4635,188,7,272,99,524,-67,35,26,-5,37,4581,1707,-51,513,49,26,33,151,447,7,1544,9,-86,34,2,3036,239,-57,-7
455,Es Kelapa Muda,23488,39457,412,3394,241,2591,996,1325,2627,264,4392,12697,62415,460,31,94,117,95,5093,78,83,-28,66,31,4568,1618,-21,567,45,-13,-61,48,414,-85,1433,12,-51,-4,94,2903,78,-48,0
456,Es Kelapa Muda,23418,39444,474,3381,17,2605,1026,1284,2637,171,4335,12579,62384,4615,171,-2,134,1074,5201,49,-57,32,82,-73,4613,163,-3,682,-54,18,16,174,461,94,1467,4,-5,91,25,3057,5,86,-61
457,Es Kelapa Muda,23358,39492,404,3424,262,2636,938,1345,2646,311,4443,12546,62492,4751,57,-49,228,1037,5109,39,74,75,6,-24,450,1661,82,694,-85,-27,-88,11,339,96,1489,52,94,47,31,2893,193,42,32
458,Es Kelapa Muda,23442,39356,449,3327,205,2578,968,1312,2625,175,4418,12527,62409,4746,47,144,97,1076,5109,57,-1,99,49,57,4631,1694,68,651,55,-27,25,101,354,38,1547,101,21,-88,107,3065,213,34,39
459,Es Kelapa Muda,23406,39312,29,3435,106,2727,1019,126,2607,182,4475,12512,62411,4785,153,47,18,995,5093,-39,68,101,41,37,4631,1798,-54,545,39,-65,89,189,428,53,148,-46,77,-11,34,3067,173,-56,34
460,Es Buah,4451,583,218,87,17,15016,48,14184,57,105,49,39,712,34,35,236,1716,21,1307,232,147,1575,583,348,78,26,0,1158,58,0,3,398,589,1828,188,53,0,0,208,242,102,259,0
461,Es Buah,44504,58266,288,115,129,15034,402,14254,5613,194,4935,390,71271,3472,2,-7,79,194,13119,58,0,239,-12,78,7712,258,68,115762,5803,38,273,3989,58853,252,18864,72,14,34,209,91,23,-13,21
462,Es Buah,44473,58397,258,165,26,14932,448,14244,5653,19,4844,3805,71207,3353,53,52,113,13,13018,84,67,217,42,34,786,2631,-54,115709,5709,-88,256,3981,58855,115,18781,79,66,-64,1997,-27,51,124,99
463,Es Buah,44462,58298,138,174,247,15034,579,14133,5693,127,4949,3923,71203,3493,-46,-68,122,303,13142,115,13,236,8,82,7744,2549,-38,115828,5709,73,359,39725,58942,17,18775,4,62,-27,217,-12,-28,6,87
464,Es Buah,4457,58276,193,75,265,14931,578,14228,567,176,4969,3824,71203,3463,-52,-53,251,183,1301,-69,48,176,43,-33,774,2517,99,115823,5793,17,361,39819,58854,14,18801,122,58,-44,2069,16,-72,97,-82
465,Es Buah,44457,58347,138,172,148,15043,541,14122,5778,109,4977,3979,71244,3346,94,34,77,29,13068,-27,47,252,108,55,790,2522,-33,115818,5899,88,207,39788,58949,211,18817,-38,-98,14,2151,101,-28,96,61
466,Es Buah,44579,58384,158,135,188,14943,535,14234,566,151,497,3822,71228,3376,16,21,187,13,13156,105,13,252,69,-38,7756,2601,-96,115717,5727,53,272,3979,58829,139,18734,133,-89,-39,208,15,-65,101,42
467,Es Buah,44482,58345,226,74,213,15078,44,14255,5611,36,4829,3949,71171,3341,102,88,259,227,13124,2,-82,22,158,-16,783,2578,69,115896,5803,-76,274,39809,58823,221,18851,109,11,-46,216,-29,-14,-4,15
468,Es Buah,44424,58329,218,168,184,14968,486,14151,5603,25,4855,3985,71249,3377,-47,16,21,184,13048,47,102,173,143,-37,7782,2633,-39,115742,589,-39,303,39789,58889,226,18876,117,8,10,2144,104,36,-37,26
469,Es Buah,44439,5833,223,11,242,14983,452,14162,5688,77,4916,3868,71221,339,105,1,82,127,12984,66,5,251,-29,-35,7855,266,-98,115856,588,-55,321,39744,58883,168,18752,142,-27,-79,203,1,54,-4,54
470,Es Kopyor,1001,0,0,0,999,0,0,0,27,33,2,0,8,42758,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,Es Kopyor,10057,-67,47,58,9936,85,76,16,2646,28,162,3,873,4321,95,-34,48,-9,-83,-7,-72,4,-77,25,-29,64,81,-32,-99,-67,52,38,-79,75,-41,-2,58,-83,34,74,0,-2,-64
472,Es Kopyor,10086,63,-95,-12,9947,-95,17,57,279,57,249,62,764,4219,-4,-37,14,-68,98,-19,-83,85,-34,89,94,-2,-62,84,79,4,41,-81,82,-21,25,-43,-95,29,63,-78,2,-4,63
473,Es Kopyor,9992,-45,-77,75,9921,-24,86,65,2633,6,194,-31,786,4315,-15,0,99,-19,5,22,67,47,-59,-84,-71,-89,-78,-78,-43,1,38,67,68,-94,8,-87,-74,-56,-65,-52,81,-7,10
474,Es Kopyor,10089,75,-74,-64,9928,68,64,18,2793,-54,293,96,72,4323,-21,58,18,9,82,-96,28,-24,-83,-99,-15,-39,79,-83,5,-59,-97,-24,2,83,-92,0,31,-91,66,-75,32,-19,-73
475,Es Kopyor,9953,86,-49,-57,10083,-4,46,-26,2716,105,206,-44,85,4335,19,9,108,5,-79,-11,2,53,75,17,88,97,-79,-9,-1,-36,-8,-18,76,67,21,-9,21,-99,-5,-72,23,81,18
476,Es Kopyor,10033,59,-22,-12,10056,-12,98,22,271,116,203,-42,894,4233,-54,-8,-68,43,-69,94,-13,-28,-9,38,-72,-36,32,-29,-52,-19,82,8,92,-75,-68,93,-4,-95,-51,73,-46,48,-65
477,Es Kopyor,10091,6,-24,-53,10029,-75,71,-2,2737,27,17,88,715,4233,32,-92,67,35,17,92,-12,-6,65,-86,24,-29,-54,-25,0,43,-85,33,-39,-52,87,24,-17,-56,-2,62,-71,95,-98
478,Es Kopyor,9916,11,85,-3,10075,62,86,65,2653,119,106,7,74,4177,-81,-26,1,54,96,-2,-46,64,82,-5,-43,82,21,35,22,-46,-38,86,-3,-54,-48,3,-77,57,-34,27,-27,96,-28
479,Es Kopyor,10031,-89,-65,-37,10014,-92,-66,94,2654,-2,242,7,797,4352,7,-14,-38,-69,81,59,49,9,13,-57,-88,13,33,99,73,52,34,12,95,-76,3,-31,59,-32,81,-39,-82,15,15
480,Jus Alpukat,875,365,217,0,0,8908,0,807,0,4,0,0,4,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,Jus Alpukat,86,36599,217,-45,22,8969,-54,8168,84,-68,91,-31,361,66,-39,-82,-6,39,83,5,2,27,13,-53,13,2,93,-98,8,-45,-81,48,-32,-35,-12,-5,-53,97,-2,89,-16,28,29
482,Jus Alpukat,939,36589,168,69,-86,8836,48,7992,5,-6,-31,-32,414,77,26,-69,-99,121,-31,42,-93,16,5,-9,97,79,7,-79,66,-93,-43,-23,-71,-29,-71,-59,66,-73,-49,-73,0,6,71
483,Jus Alpukat,944,36477,189,1,13,8815,74,7979,21,-14,-43,27,418,-10,-39,13,-99,5,9,-94,93,-72,61,-79,56,28,96,-39,2,-27,-15,29,-84,28,-95,5,68,-87,-5,-3,49,52,88
484,Jus Alpukat,872,36422,165,-89,49,8918,15,7977,-5,54,65,-95,357,-18,-98,82,75,-13,-82,5,74,-42,75,-5,-59,-29,6,79,8,33,-83,-68,-14,0,17,-43,34,-54,-5,85,21,-98,-85
485,Jus Alpukat,967,36538,259,3,-85,883,-1,8049,74,-12,27,68,474,4,64,1,96,102,-17,-43,24,51,-19,-95,-12,38,83,17,-67,98,-56,-45,-8,53,-75,6,-64,45,-6,-57,-3,-71,-65
486,Jus Alpukat,975,36515,263,-22,2,8958,77,799,-64,-18,27,-63,346,-32,18,48,33,98,-82,75,-72,86,97,88,-62,93,41,-67,85,63,15,38,5,-9,-15,9,56,21,21,-12,25,76,62
487,Jus Alpukat,874,36461,209,-88,-84,8919,2,8147,2,81,-94,-3,464,68,-3,89,-35,-29,-23,-1,35,15,43,58,-34,56,48,-12,-11,15,-55,-97,69,-3,72,3,63,-19,45,-43,13,41,31
488,Jus Alpukat,876,36449,303,-97,-58,8831,32,8097,63,-18,78,-89,391,-24,-76,-97,77,-38,54,-83,-91,61,13,8,-72,-34,5,-48,-18,14,95,36,96,33,14,36,-74,-51,92,54,89,73,-21
489,Jus Alpukat,841,36408,155,-62,-17,8923,-12,8054,1,-95,48,-1,48,5,-64,5,61,123,56,-89,87,-98,39,-78,-94,-95,68,-44,-92,47,44,-13,-14,-45,-78,51,99,-12,33,-95,-53,-98,31
490,Dalgona Milo,28773,449,321,331,89,10486,0,10468,122,8,12,85,137,114,41,52,8,43,0,47,191,9,38,36,5,15,46,165,47,46,0,7,0,0,0,7,13,52,3,1899,827,198,11
491,Dalgona Milo,2884,44895,32,253,6,10412,-31,10518,12238,96,1176,8482,13747,11317,16,34,-37,51,-16,94,-49,-7,-56,-31,583,1572,69,16509,4712,4561,37,75,85,85,-68,-6,58,5168,-4,187,175,46,1057
492,Dalgona Milo,28674,44857,378,417,52,10472,14,10549,12281,-25,1299,840,13775,11359,126,-53,7,339,87,-5,-31,-47,13,34,59,1468,103,16457,474,465,51,726,47,48,44,81,121,5156,-62,153,144,6,1092
493,Dalgona Milo,28738,44918,341,261,14,10427,47,10511,12276,-41,1141,850,13651,11385,-7,66,-25,494,-91,-22,92,-37,-45,-67,479,1519,123,16511,4637,4565,-63,648,26,53,94,-19,73,5296,104,107,159,-9,1077
494,Dalgona Milo,28863,44939,321,41,4,10426,14,10385,12229,-25,1231,8447,13663,1147,69,3,9,465,-76,-8,13,75,9,8,588,1429,144,16579,4665,4677,-76,769,76,63,94,-9,181,5247,48,252,108,-11,1022
495,Dalgona Milo,28756,44987,34,297,13,1048,8,10385,12227,53,1259,8572,13665,11357,14,-6,4,415,-23,92,-64,6,102,-5,557,1481,137,16417,4693,4528,-8,725,-95,16,22,-51,161,5272,49,21,10,1,1169
496,Dalgona Milo,28717,44932,252,252,14,10555,11,10542,12141,82,1159,8451,13729,11377,19,-75,-31,41,-38,11,12,-3,89,-7,57,1423,-3,16577,4683,4582,99,741,-19,32,-67,-88,20,5291,86,226,-4,16,1196
497,Dalgona Milo,28829,44961,226,266,23,10508,72,10431,12219,-54,1118,8564,13776,11408,55,36,41,422,18,69,-69,-51,22,-12,51,1502,103,16512,4656,4686,-62,759,49,48,79,42,124,5255,91,207,182,4,1196
498,Dalgona Milo,28755,44834,291,366,16,1049,8,1038,12231,74,1235,845,13786,11344,-14,99,-39,334,1,21,12,48,66,72,485,1528,-5,16483,4784,4526,-52,713,45,73,22,-38,76,5218,52,177,51,33,1169
499,Dalgona Milo,28692,44917,366,38,3,10478,-25,10542,12154,63,129,8574,13684,11403,138,89,-72,492,71,51,96,49,33,2,562,1486,103,1646,4735,4631,-2,781,45,-32,-12,98,217,519,-9,227,17,49,1082
500,Es Boba Brown Sugar,38761,62,321,331,98,488,0,488,124,3,13,85,135,117,41,55,4,37,0,47,172,9,38,36,5,15,46,165,47,46,0,7,0,0,0,7,13,52,3,1899,827,198,11
501,Es Boba Brown Sugar,38722,6177,421,248,157,393,62,50,12486,71,1222,8487,1340,11616,-57,-26,-4,353,45,6,-45,45,9,-13,459,1413,65,16578,4646,469,75,67,8,-27,-64,92,92,5188,-53,172,162,3,1149
502,Es Boba Brown Sugar,38768,629,392,374,61,44,29,508,12357,-36,1261,8463,13431,11723,-48,64,14,416,14,-2,103,-35,9,-37,416,1536,28,16444,4626,4551,7,746,32,73,99,59,69,5233,106,205,177,-1,1163
503,Es Boba Brown Sugar,38818,6156,396,342,23,568,83,411,12455,-37,1372,8486,13423,11637,-35,-58,77,417,-76,-6,-46,-73,-4,-4,404,1501,67,16584,4765,4548,-11,676,3,-71,-77,-82,61,5245,-32,11,92,-9,1104
504,Es Boba Brown Sugar,38699,6296,262,378,109,582,83,424,12359,-15,1352,8403,13422,11711,-29,-1,-27,431,65,-78,16,9,23,3,45,1584,26,16567,462,452,-1,602,-74,-61,-29,4,154,5117,98,192,164,-26,1015
505,Es Boba Brown Sugar,38778,6114,332,415,15,554,38,577,12334,-56,1332,8401,13401,11784,-33,32,-8,44,98,72,65,82,-46,37,549,1489,10,16469,4733,4505,41,768,-69,66,88,-48,113,5226,93,16,14,-66,112
506,Es Boba Brown Sugar,38818,6212,277,33,37,54,-5,421,12475,5,1214,8528,13427,1165,133,-5,-9,293,31,5,-4,68,55,8,598,1549,7,16443,4702,4593,-29,637,-51,33,-95,58,112,5134,95,152,66,97,1021
507,Es Boba Brown Sugar,38841,617,302,276,27,41,-24,513,12392,-78,1347,8494,13556,11616,-5,-78,-17,431,-83,-23,101,-52,131,-77,578,1437,125,16546,4707,4615,0,769,88,-2,-58,-89,102,521,-2,247,177,-33,1162
508,Es Boba Brown Sugar,38745,6212,371,33,85,492,-38,398,12486,-9,1211,8585,13435,11619,-52,21,88,455,-6,0,106,-48,64,16,562,1466,-13,16551,4782,4655,67,708,-12,68,56,93,122,5286,113,217,7,92,1176
509,Es Boba Brown Sugar,38727,6203,242,362,77,409,-78,461,12487,-62,1303,8535,13411,11612,114,69,-34,357,41,5,21,5,8,-36,572,153,4,1655,4747,4543,-77,674,-46,-79,-93,-79,55,5222,38,284,116,-32,1151
510,Nasi Bebek,40176,3239,8037,19892,13261,38636,102,1451,3020,17039,1417,1894,2210099,541758,2319,3995,82413,1242,2013,1559,195,25729,2364,5661,421,1313,25,754455,452,50,0,791,0,0,472,2009,7,26,222,71735,85937,25153,76
511,Nasi Bebek,40085,32384,7959,19916,1324,38554,10107,1403,302093,17025,141708,189415,22094,54151,2255,316,8291,12325,20124,23,185,2631,151,47,42168,13112,53,7545,4512,5028,97,79105,4,97,47144,2048,18,2668,2169,7162,853,2484,7664
512,Nasi Bebek,4021,323887,8035,19891,13297,38726,10216,1464,301939,17031,141716,18945,221039,54094,2285,411,816,12492,20046,99,282,2479,174,555,42147,13055,77,75543,45112,508,-7,7917,57,75,47191,1994,145,2539,2289,7202,8572,2434,7565
513,Nasi Bebek,4022,323937,7975,19859,13355,3870,10191,1438,301973,16969,141695,189475,221082,54144,2285,466,8185,12461,20157,57,98,2626,211,664,42127,13195,-69,75509,45225,4979,-24,79139,-64,-3,47235,2065,-28,2547,2191,7192,8694,247,7572
514,Nasi Bebek,40257,32395,8015,1994,13197,38654,10173,1532,301973,16949,14162,189394,221027,54186,2365,398,821,12516,20049,158,247,2617,297,497,42124,13127,123,75521,45114,4972,54,7920,-33,25,4716,2082,108,2647,227,7207,867,2436,7642
515,Nasi Bebek,4022,323985,8105,1986,13332,38694,10279,1518,301955,16964,141671,189345,220989,54099,2299,394,8302,12364,20194,73,274,2583,216,663,42035,13036,43,75543,45157,5071,54,79036,-32,-34,47208,2059,15,2697,2263,7154,8531,2551,7687
516,Nasi Bebek,40169,323856,7966,19984,13241,38561,10284,1457,302006,16997,14177,189406,220993,54183,2316,382,8335,12366,20083,119,135,2512,278,653,42196,13126,119,75519,45276,5068,-9,79099,76,75,47228,1929,-15,2569,218,7163,853,2501,7514
517,Nasi Bebek,4020,323923,7993,19851,1333,38735,10199,1413,301981,17026,141732,189405,221031,54179,2304,368,8341,12351,2020,88,29,2501,177,595,42184,13153,53,75511,45102,4962,9,7915,-79,87,47104,1938,-13,2694,2151,709,852,2564,7545
518,Nasi Bebek,40142,323855,812,1993,13328,38715,10119,1362,301943,17091,141608,18948,220993,54127,2263,364,8273,12452,2014,76,202,2623,212,656,42127,13136,83,75506,45107,494,54,79161,-84,87,4714,2073,91,2569,2201,7133,8658,2472,7698
519,Nasi Bebek,40135,323942,8036,19907,13166,38563,10203,140,301937,17086,141703,18946,220967,54248,2273,448,8202,12463,20175,225,112,2603,244,546,42134,13085,-57,75428,45137,4981,-69,79088,-37,-95,47161,1994,161,2632,2124,7171,8568,2457,7556
520,Kebab,100417,4202,7699,25165,29987,4678,883,1687,1213876,10262,653,1398191,250925,2166019,1804,35,31559,1031,1175,1819,1922,21574,4887,3109,439,3056,24,870761,673,51,317,395814,415,12062,24186,6576,14,56,4175,42161,166428,32373,100
521,Kebab,100501,42011,7799,25251,29985,46707,8847,16867,121434,10269,65203,139838,250834,216664,1752,295,3147,10229,11653,223,212,2071,52,256,43976,30566,283,87144,67334,5072,31667,39519,41543,1205,24263,653,233,5537,41762,4146,16573,3278,10055
522,Kebab,100421,420219,7708,25228,29898,46848,876,16774,121423,10309,65241,139771,25102,216646,1854,42,3064,10288,11657,123,253,2243,534,289,43846,30649,221,86984,67227,5137,3167,39677,41428,1185,24138,6511,171,5622,41824,4229,16693,3159,10078
523,Kebab,100501,420184,7613,25082,30039,4687,8731,16892,121364,10209,65239,139846,250925,21669,1741,311,3199,10296,11827,93,237,2094,493,215,43883,30599,31,86989,67291,519,31607,39626,41541,1205,24266,6507,171,5603,41714,4238,16604,3328,10052
524,Kebab,100458,420102,7744,25185,29941,46707,8802,16858,121361,10326,65204,139769,250845,216629,1764,276,3186,1036,1184,161,249,2078,559,363,43937,30599,269,86986,67335,5093,31731,39642,41502,1182,24244,6561,77,5641,41684,4163,16572,3313,9976
525,Kebab,100361,42023,7607,25114,29914,46851,8803,16921,121383,10223,65232,139884,250869,216621,175,295,3144,10376,11672,155,94,2219,421,37,43812,30521,253,87052,67396,5017,31746,39663,41551,1131,2424,6561,67,5647,4166,4234,16595,3144,9974
